Device Serial:	0001
Duration[s]:	30
                Start Time:	2022-10-10 13:22:35
Estimated End:	2022-10-10 13:23:05
                Samples to Average:	5
Elapsed_Time(s)	Potential(V)
1.804604e-01	2.639828e+00
6.314572e-01	2.642021e+00
1.081584e+00	2.643465e+00
1.529573e+00	2.644586e+00
1.982063e+00	2.645480e+00
2.430578e+00	2.646240e+00
2.880251e+00	2.646884e+00
3.329915e+00	2.647454e+00
3.782156e+00	2.647929e+00
4.230533e+00	2.648439e+00
4.680065e+00	2.648870e+00
5.130065e+00	2.649237e+00
5.579892e+00	2.649586e+00
6.030896e+00	2.649928e+00
6.479750e+00	2.650245e+00
6.929669e+00	2.650536e+00
7.380030e+00	2.650817e+00
7.830355e+00	2.651076e+00
8.279674e+00	2.651322e+00
8.729919e+00	2.651543e+00
9.179878e+00	2.651777e+00
9.630797e+00	2.651987e+00
1.007999e+01	2.652200e+00
1.052990e+01	2.652383e+00
1.097990e+01	2.652565e+00
1.143005e+01	2.652773e+00
1.187990e+01	2.652898e+00
1.232977e+01	2.653083e+00
1.277970e+01	2.653243e+00
1.322972e+01	2.653399e+00
1.367980e+01	2.653521e+00
1.412989e+01	2.653706e+00
1.457986e+01	2.653838e+00
1.502973e+01	2.654004e+00
1.547997e+01	2.654093e+00
1.593012e+01	2.654249e+00
1.637981e+01	2.654356e+00
1.682967e+01	2.654489e+00
1.728046e+01	2.654594e+00
1.773035e+01	2.654728e+00
1.818005e+01	2.654815e+00
1.863012e+01	2.654941e+00
1.908057e+01	2.655045e+00
1.953018e+01	2.655164e+00
1.998012e+01	2.655238e+00
2.042983e+01	2.655317e+00
2.088089e+01	2.655429e+00
2.132989e+01	2.655515e+00
2.178008e+01	2.655644e+00
2.223007e+01	2.655713e+00
2.268065e+01	2.655799e+00
2.313014e+01	2.655863e+00
2.358023e+01	2.655944e+00
2.403015e+01	2.656018e+00
2.448054e+01	2.656119e+00
2.493008e+01	2.656182e+00
2.538041e+01	2.656268e+00
2.583014e+01	2.656338e+00
2.628120e+01	2.656400e+00
2.673019e+01	2.656528e+00
2.718022e+01	2.656572e+00
2.763067e+01	2.656621e+00
2.808115e+01	2.656722e+00
2.853059e+01	2.656789e+00
2.898016e+01	2.656818e+00
2.943033e+01	2.656886e+00
